id,name,recorded_at,method_family,execution_backend,transport,model,reasoning_effort,stage_models,group,n,temperature,workers,max_semantic_attempts,max_http_attempts,legacy_max_retries,max_output_tokens,timeout_seconds,protocol,dataset_sha256,case_set_sha256,environment_counts,run_dir,status,eligible,run_kind,fresh_end_to_end,failed_outputs,csv_verified,step_exact,step_exact_denominator,step_module_exact,step_module_exact_denominator,all_correct,all_correct_denominator,semantic_parent,metrics_path,metrics_sha256,per_example_sha256
R143,two-stage-v1,2026-08-15T18:17:02+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-sol,high,{},GAIA-50,50,,4,2,,,,,agentdebug.codex-agent-judge.sol-gaia-two-stage-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-sol-high-gaia-paper-v1-agent-judge-two-stage-v1-case50,complete_scored,True,scored_run,True,0,True,15,50,5,50,2,50,,output/agenterrorbench-codex-gpt-5.6-sol-high-gaia-paper-v1-agent-judge-two-stage-v1-case50/scored/metrics.json,4418ace3d46a4c9f27845ea961a4f99730d167fb8e0e639a5fa5f237e8fb66ad,5b48d3f617952b245959a1f7477d35425105ad830acd3c461e0f17f717eef6d8
R144,serial-v2,2026-08-16T02:26:36+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,"{""error-type"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}, ""inherited-candidate-proposer"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""inherited-step"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}, ""module"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}}",GAIA-50,50,,4,2,,,,,agentdebug.codex-agent-judge.sol-luna-gaia-serial-v2,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-sol-luna-gaia-paper-v2-agent-judge-serial-v2-case50,complete_scored,True,stage_replay,False,0,True,15,50,9,50,5,50,,output/agenterrorbench-codex-sol-luna-gaia-paper-v2-agent-judge-serial-v2-case50/scored/metrics.json,1e9d96256009f0d671a70780af0b28ea51a48c0f06962e6a94d1f52fb4c7f014,81671804e078f64b9b39c5794e168578673b28d6cee6ff5ebdce1b62668d9333
R145,forced-census-v1,2026-08-16T05:56:42+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-sol,high,"{""forced-census-action"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""forced-census-memory"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""forced-census-planning"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""forced-census-reflection"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""forced-census-system"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""global-root-arbiter"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}}",GAIA-50,50,,4,2,,,,,agentdebug.codex-agent-judge.sol-gaia-forced-census-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-sol-high-gaia-paper-v1-agent-judge-forced-census-v1-case50,complete_scored,True,scored_run,True,0,True,13,50,6,50,5,50,,output/agenterrorbench-codex-sol-high-gaia-paper-v1-agent-judge-forced-census-v1-case50/scored/metrics.json,788a9b63cf32c3774b4e691f424698433fb61bc8596c2f775f2c708f22fc8a03,8bf7a653708a2301edafac708feb590998c8fae73a5011f031cdcc866416c127
R146,causal-serial-v1,2026-08-16T07:13:23+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,"{""error-type"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""inherited-forced-census"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""module"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""step"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}}",GAIA-50,50,,4,2,,,,,agentdebug.codex-agent-judge.gaia-causal-serial-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-luna-sol-gaia-paper-v2-agent-judge-causal-serial-v1-case50,complete_scored,True,stage_replay,False,0,True,16,50,8,50,6,50,,output/agenterrorbench-codex-luna-sol-gaia-paper-v2-agent-judge-causal-serial-v1-case50/scored/metrics.json,c927bdf06cc290817a963a8372ce71d1adcf8e979ee8337303cd1ca473d59579,d1131a4a4baa12abd7870d4b81a628c620c03b4742df363a3c1de72e65bc8de3
R147,official-phase2-v1,2026-08-16T08:00:33+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,xhigh,"{""inherited-phase1-census"": {""model"": ""gpt-5.6-sol"", ""reasoning_effort"": ""high""}, ""joint-phase2"": {""model"": ""gpt-5.5"", ""reasoning_effort"": ""xhigh""}}",GAIA-50,50,,4,2,,,,,agentdebug.codex-agent-judge.gaia-official-phase2-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-xhigh-gaia-paper-v3-agent-judge-official-phase2-v1-case50,complete_scored,True,stage_replay,False,0,True,16,50,4,50,4,50,,output/agenterrorbench-codex-gpt-5.5-xhigh-gaia-paper-v3-agent-judge-official-phase2-v1-case50/scored/metrics.json,9ee6cbe082317a1bf4b6b3a1ba61822dce24781821a269fdce6f5d3a6b5603c9,ae6f898377fc04f8229256dcc9b568a1b8e271a618bb73df5b1bdd88c18aa540
R148,raw-causal-serial-v1,2026-08-16T09:37:58+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,xhigh,"{""error-type"": {""model"": ""gpt-5.5"", ""reasoning_effort"": ""xhigh""}, ""module"": {""model"": ""gpt-5.5"", ""reasoning_effort"": ""xhigh""}, ""step"": {""model"": ""gpt-5.5"", ""reasoning_effort"": ""xhigh""}}",GAIA-50,50,,4,2,,,,,agentdebug.codex-agent-judge.gaia-raw-causal-serial-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.5-xhigh-gaia-paper-v4-agent-judge-raw-causal-serial-v1-case50,complete_scored,True,scored_run,True,0,True,17,50,8,50,4,50,,output/agenterrorbench-codex-gpt-5.5-xhigh-gaia-paper-v4-agent-judge-raw-causal-serial-v1-case50/scored/metrics.json,0652b3a54d0b8e9e9d4d93522f3e8c5d8d137eb329b5db73a7f740218e402ac9,76a73b9db2f7cb582b8109ee4c454c14babc69098b444179912562e4c545a8cc
R149,faithful-local-v1,2026-08-16T11:44:34+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.5,xhigh,"{""phase1"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}, ""phase2"": {""model"": ""gpt-5.5"", ""reasoning_effort"": ""xhigh""}}",GAIA-50,50,,4,2,,,,,agentdebug.codex-agent-judge.gaia-faithful-local-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-luna-gpt5.5-gaia-paper-v5-agent-judge-faithful-local-v1-case50,complete_scored,True,scored_run,True,0,True,16,50,9,50,7,50,,output/agenterrorbench-codex-luna-gpt5.5-gaia-paper-v5-agent-judge-faithful-local-v1-case50/scored/metrics.json,8debc8c2c7bfa4c5f1d6e0c180eae9e55eef1ee87f5a9f6c42481afcc92917a4,2555e3e2b96e71c81f1c80f1efe3613162a17cc7f261162a9af6ba5751234a7d
R151,luna-v14-unified-v1,2026-08-20T21:07:03+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},Mixed-30 / tuning-v1,30,,4,2,,,,,agentdebug.codex-agent-judge.luna-v14-unified-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,0defb39f888f8e00ffc7279addd235558b584bb7ff10fac6d62eac68bb56d6f1,"{""alfworld"": 10, ""gaia"": 10, ""webshop"": 10}",output/agenterrorbench-codex-gpt-5.6-luna-tuning-v1-agent-judge-luna-v14-unified-v1-case30,complete_scored,True,scored_run,True,0,True,9,30,2,30,1,25,,output/agenterrorbench-codex-gpt-5.6-luna-tuning-v1-agent-judge-luna-v14-unified-v1-case30/scored/metrics.json,d2079923e862bcc1b31b10af90247e1d7fb009fb212890361fb3b00b5529d7ef,d04c626b093e15bc4c5fe516015fd2fc02f5968c0c1fe149b9b81b7575926adb
R152,luna-v15-unified-v2,2026-08-20T22:51:38+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},Mixed-30 / tuning-v1,30,,4,2,,,,,agentdebug.codex-agent-judge.luna-v15-unified-v2,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,0defb39f888f8e00ffc7279addd235558b584bb7ff10fac6d62eac68bb56d6f1,"{""alfworld"": 10, ""gaia"": 10, ""webshop"": 10}",output/agenterrorbench-codex-gpt-5.6-luna-tuning-v1-agent-judge-luna-v15-unified-v2-case30,complete_scored,True,scored_run,True,0,True,7,30,2,30,1,25,,output/agenterrorbench-codex-gpt-5.6-luna-tuning-v1-agent-judge-luna-v15-unified-v2-case30/scored/metrics.json,929b0024d7ef3bd3a6cb98d4903e02459293206676bb4bd97a673849d3a149ed,cd164ed3ca445bfdf4f5c1eaf64e224357b41f86f8b3e77c31ef36a1b2f7bb4f
R153,luna-v16-unified-v1,2026-08-21T00:01:08+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},Mixed-30 / tuning-v1,30,,4,2,,,,,agentdebug.codex-agent-judge.luna-v16-unified-v1,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,0defb39f888f8e00ffc7279addd235558b584bb7ff10fac6d62eac68bb56d6f1,"{""alfworld"": 10, ""gaia"": 10, ""webshop"": 10}",output/agenterrorbench-codex-gpt-5.6-luna-tuning-v1-agent-judge-luna-v16-unified-v1-case30,complete_scored,True,scored_run,True,0,True,6,30,2,30,1,25,,output/agenterrorbench-codex-gpt-5.6-luna-tuning-v1-agent-judge-luna-v16-unified-v1-case30/scored/metrics.json,d5d9b57ad92505a71571131df65471d5c09027339133848cda68ab5a4b4c0fc8,7a60be7464418e2778d924d8e908c83e1dc4582726f2932d5b2ef68ff4d3254b
R155,luna-gaia-v3.12-global,2026-08-22T17:31:33+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,"{""candidate_census"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}, ""global_selection"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}, ""same_step_owner_type_binding"": {""model"": ""gpt-5.6-luna"", ""reasoning_effort"": ""medium""}}",GAIA-smoke-30,30,,4,2,,,,,agentdebug.codex-agent-judge.luna-gaia-v3.12-global,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,500a41b7e4632f6a4ff3760214d83fdef26cb42b6dd5ff500b9648b6bea4e8df,"{""gaia"": 30}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-smoke-v1-agent-judge-luna-gaia-v3p12-global-case30,complete_scored,True,scored_run,True,0,True,9,30,6,30,4,30,,output/agenterrorbench-codex-gpt-5.6-luna-gaia-smoke-v1-agent-judge-luna-gaia-v3p12-global-case30/scored/metrics.json,78ed556c76bb45df093db2ad80345e087cf597d4d8595cad964d54f290850a81,24883ed74530dbc81068d8cadb4bbedb7d0d31f12454040d00de6912c2b858e3
R156,luna-gaia-v3.13-conservative-challenger,2026-08-22T20:05:16+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.13-conservative-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p13-conservative-challenger-case50,complete_scored,True,scored_run,True,0,True,20,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.4,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p13-conservative-challenger-case50/scored/metrics.json,cbb3b535d2da13f840bca47411a96be7d87947abd27569a6856f3e1f6abd9528,ec528ad89b9e0e763ff7efd2906c4b87ce06eb42d76d656174b9bbafc1b503fa
R157,luna-gaia-v3.14-earliest-causal-challenger,2026-08-22T21:42:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.14-earliest-causal-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p14-earliest-causal-challenger-case50,complete_scored,True,scored_run,True,0,True,24,50,13,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.13-conservative-challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p14-earliest-causal-challenger-case50/scored/metrics.json,f30071ac3633d5b62cb386ad775effef2c60453b815a17cce2ae600d73062243,0caf50c4bf51d6f610b276def44f1ccea65cdb70f3609ed84f2f48e42a3659cc
R158,luna-gaia-v3.15-packet-handoff-closure,2026-08-23T01:42:32+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.15-packet-handoff-closure,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p15-packet-handoff-closure-case50,complete_scored,True,scored_run,True,0,True,20,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.14-earliest-causal-challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p15-packet-handoff-closure-case50/scored/metrics.json,1eec285d694372a5932f3b45c5dde3237643253ef710165eccbe00322859cdab,2e89720f8a08405628b989221f9bb219a4238c499bae2845ad2c8f4b6dfee364
R159,luna-gaia-v3.16-bounded-bidirectional-challenger,2026-08-23T03:11:59+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.16-bounded-bidirectional-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p16-bounded-bidirectional-challenger-case50,complete_scored,True,scored_run,True,0,True,24,50,16,50,11,50,agentdebug.codex-agent-judge.luna-gaia-v3.14-earliest-causal-challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p16-bounded-bidirectional-challenger-case50/scored/metrics.json,7041241b385b13b54bd305443fb84d4bf92ed59fa597e1744e4822e03aaeef6b,fd5649a88d23325cc704c464005765d30aa460a773b491298dba43e256bc27f7
R160,luna-gaia-v3.17-mandatory-earlier-scan,2026-08-23T04:47:58+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.17-mandatory-earlier-scan,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p17-mandatory-earlier-scan-case50,complete_scored,True,scored_run,True,0,True,19,50,12,50,11,50,agentdebug.codex-agent-judge.luna-gaia-v3.14-earliest-causal-challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p17-mandatory-earlier-scan-case50/scored/metrics.json,5018919d8cd3ebf0d363eb41e8e3cbd76ed176ab39513d5e6f6abd6b565113b5,599eb1f6106d59b25a529b4ab603b90b7137501b3c5fc7aeb2fd85bbf62c3085
R161,luna-gaia-v3.18-probe-contribution-veto,2026-08-23T06:27:21+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.18-probe-contribution-veto,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p18-probe-contribution-veto-case50,complete_scored,True,scored_run,True,0,True,22,50,14,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.14-earliest-causal-challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p18-probe-contribution-veto-case50/scored/metrics.json,453def2ddbdfbd6193f94afe25f3f0a5dd695873e9d48f2175e5f85854784de3,af554d10ba7d36a210c83e73cf69b36959e361a2492e108d83cda4d7d0832a40
R162,luna-gaia-v3.19-hard-disqualifier-precedence,2026-08-23T08:02:49+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.19-hard-disqualifier-precedence,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p19-hard-disqualifier-precedence-case50,complete_scored,True,scored_run,True,0,True,20,50,13,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.18-probe-contribution-veto,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p19-hard-disqualifier-precedence-case50/scored/metrics.json,ece1caf01aed10a358c4490f282cc09fe760b3585e8fc44ae811de8fbc18036c,d7cf6bf5a1e5c730b36b0b5dbb196409a5bf215c7b8df5c5a8775b3cc19597e0
R163,luna-gaia-v3.20-packet-state-closure,2026-08-23T09:30:54+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p20-packet-state-closure-case50,complete_scored,True,scored_run,True,0,True,25,50,13,50,9,50,agentdebug.codex-agent-judge.luna-gaia-v3.14-earliest-causal-challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p20-packet-state-closure-case50/scored/metrics.json,d3a97115a60d17fd75c9efd1674ede2963d2a891c2f647035d250ba791f22fa3,e4b8d8bf9db8e35e5e8293eb69cbc85d82f11e5026c9f5b50f779d38e9c76b67
R164,luna-gaia-v3.21-typed-state-claim-entailment,2026-08-23T11:00:40+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.21-typed-state-claim-entailment,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p21-typed-state-claim-entailment-case50,complete_scored,True,scored_run,True,0,True,16,50,11,50,8,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p21-typed-state-claim-entailment-case50/scored/metrics.json,c23e97677176522a1496c88193a3cb7d8f68e4c56dcc9855ad4360e8e4aa14d9,e2cd28f88091fa97c70d7105404732ff6001d6232c2e01f11254b0618b6cc1ce
R165,luna-gaia-v3.22-isolated-bidirectional-state-challenger,2026-08-23T12:36:24+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.22-isolated-bidirectional-state-challenger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p22-isolated-bidirectional-state-challenger-case50,complete_scored,True,scored_run,True,0,True,22,50,12,50,6,50,agentdebug.codex-agent-judge.luna-gaia-v3.20-packet-state-closure,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p22-isolated-bidirectional-state-challenger-case50/scored/metrics.json,d8c9969b0e91397c3ce6966bb964d0675e08f6b2748004fdfa79be98a746af6c,8a3e494bb850233f28b068e99870787c4ef896b881b9d567449f879ccd09acb7
R166,luna-gaia-v3.23-mandatory-state-scan-before-veto,2026-08-23T14:15:16+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.23-mandatory-state-scan-before-veto,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p23-mandatory-state-scan-before-veto-case50,complete_scored,True,scored_run,True,0,True,18,50,12,50,7,50,agentdebug.codex-agent-judge.luna-gaia-v3.22-isolated-bidirectional-state-challenger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p23-mandatory-state-scan-before-veto-case50/scored/metrics.json,23a7f114cfc686d86213b4e25da22404903bc4f60c41b843670b2588e0d11085,4e0e654cc0516f743ed858c2786445ddbd49052d612711929afd8bc18b9a67b4
R167,luna-gaia-v3.24-isolated-state-evidence-ledger,2026-08-23T16:11:32+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia-v3.24-isolated-state-evidence-ledger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p24-isolated-state-evidence-ledger-case50,complete_scored,True,scored_run,True,0,True,20,50,10,50,7,50,agentdebug.codex-agent-judge.luna-gaia-v3.23-mandatory-state-scan-before-veto,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p24-isolated-state-evidence-ledger-case50/scored/metrics.json,789b5eff25934b3b92848032dc6796acf2a5ac33467d28fd094f6065860d8145,dfc5862c995024d8dc03872df2f711f410eeb6d1c31371aeb8487005cc880a1a
R168,luna-gaia-v3.25-predecessor-feedback-aligned-state-ledger,2026-08-23T18:16:00+08:00,Codex SDK,host-orchestrated Codex agent/subagent,Codex agent/subagent,gpt-5.6-luna,medium,{},GAIA-50,50,,4,2,,1,,,agentdebug.codex-agent-judge.luna-gaia.v3.25-predecessor-feedback-aligned-state-ledger,fa78de42eb1de06e3566555bd8c68f09deaa6930f2b07ac8937ded858cc6ac11,ffd8b7d9ea5f75db522a3ab8ecf24cb449d716690c0cac10517503025de4ded4,"{""gaia"": 50}",output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p25-predecessor-feedback-aligned-state-ledger-case50,complete_scored,True,scored_run,True,0,True,18,50,12,50,9,50,agentdebug.codex-agent-judge.luna-gaia.v3.24-isolated-state-evidence-ledger,output/agenterrorbench-codex-gpt-5.6-luna-gaia-paper-v1-agent-judge-luna-gaia-v3p25-predecessor-feedback-aligned-state-ledger-case50/scored/metrics.json,6a0c59ace907f39ef0ad4ea795184a9dc7c60eaaf964e227b0a6cd82a0d7df51,20dbed8e8bfd685efd77eba2c7b0e080b771acc2a82312bab5cf126b2f7cc592
